rank,company,revenues,revenue % change,profits,profits % change,assets,market val,change in rank 1000,employees,change in rank 500,year
407,J.B. Hunt Transport Services2017,6556,0.059,432.1,0.011,3829,10212,9,"22,190",9,2017.00
408,Constellation Brands2017,6548,0.086,1054.9,0.257,16965,31775,21,"9,000",21,2017.00
409,NCR2017,6543,0.027,270,-,7673,5620,-,"33,500",-,2017.00
410,Asbury Automotive Group2017,6528,-0.009,167.2,-0.012,2336,1271,-17,"7,900",-17,2017.00
411,American Financial Group2017,6498,0.057,649,0.844,55072,8303,10,"7,600",10,2017.00
412,Discovery Communications2017,6497,0.016,1194,0.155,15758,11306,-6,"7,000",-6,2017.00
413,Berry Global Group2017,6489,0.329,236,1.744,7653,6256,105,"21,000",-,2017.00
414,Sanmina2017,6481,0.017,187.8,-0.502,3625,3016,-6,"40,178",-6,2017.00
415,CalAtlantic Group2017,6477,0.83,484.7,1.27,8709,4291,225,"3,055",-,2017.00
416,Dr Pepper Snapple Group2017,6440,0.025,847,0.109,9791,17997,-3,"20,000",-3,2017.00
417,Dillard's2017,6418,-0.05,169.2,-0.372,3888,1645,-37,"30,800",-37,2017.00
418,HRG Group2017,6403,0.101,-198.8,-,35793,3869,23,"16,021",23,2017.00
419,CMS Energy2017,6399,-0.009,551,0.054,21622,12528,-16,"7,750",-16,2017.00
420,Graybar Electric2017,6385,0.045,93.1,0.022,2099,-,3,"8,500",3,2017.00
421,Builders FirstSource2017,6367,0.786,144.3,-,2910,1669,216,"14,000",-,2017.00
422,Yum Brands2017,6366,-0.514,1619,0.252,5478,22611,-204,"90,000",-204,2017.00
423,Casey's General Stores2017,6304,-0.106,226,0.251,2726,4400,-49,"24,724",-49,2017.00
424,Amphenol2017,6286,0.129,822.9,0.078,8499,21897,38,"62,000",38,2017.00
425,Oshkosh2017,6279,0.03,216.4,-0.057,4514,5118,-1,"13,800",-1,2017.00
426,iHeartMedia2017,6274,0.005,-296.3,-,12862,330,-12,"18,700",-12,2017.00
427,TreeHouse Foods2017,6175,0.926,-228.6,-2.989,6546,4813,259,"16,027",-,2017.00
428,Alleghany2017,6131,0.226,456.9,-0.185,23757,9476,81,"3,420",-,2017.00
429,Expeditors International of Washington2017,6098,-0.078,430.8,-0.058,2791,10208,-39,"16,000",-39,2017.00
430,Avery Dennison2017,6087,0.02,320.7,0.169,4396,7157,5,"25,000",5,2017.00
431,Ameren2017,6076,-0.004,653,0.037,24699,13245,-6,"8,629",-6,2017.00
432,Hanesbrands2017,6063,0.058,539.4,0.258,6908,7733,16,"67,800",16,2017.00
433,Motorola Solutions2017,6038,0.06,560,-0.082,8463,14131,18,"14,000",18,2017.00
434,St. Jude Medical2017,6004,0.084,734,-0.166,12578,-,31,"18,000",31,2017.00
435,Harley-Davidson2017,5997,-,692.2,-0.08,9890,10626,-3,"6,000",-3,2017.00
436,Regions Financial2017,5967,0.052,1163,0.095,125968,17512,17,"22,166",17,2017.00
437,Intercontinental Exchange2017,5958,0.273,1422,0.116,82003,35530,92,"5,631",-,2017.00
438,Alaska Air Group2017,5931,0.059,814,-0.04,9962,11407,21,"19,112",21,2017.00
439,Old Republic International2017,5901,0.023,466.9,0.106,18592,5382,3,"8,500",3,2017.00
440,Lam Research2017,5886,0.119,914,0.394,12272,20903,51,"7,500",51,2017.00
441,AK Steel Holding2017,5883,-0.121,-7.8,-,4036,2263,-58,"8,500",-58,2017.00
442,Rockwell Automation2017,5880,-0.068,729.7,-0.118,7101,20024,-30,"22,000",-30,2017.00
443,Adobe Systems2017,5854,0.221,1168.8,0.857,12707,64375,81,"15,706",-,2017.00
444,Avon Products2017,5853,-0.184,-107.6,-,3419,1933,-74,"26,400",-74,2017.00
445,Terex2017,5841,-0.107,-176.1,-2.207,5007,3250,-49,"18,100",-49,2017.00
446,NVR2017,5835,0.129,425.3,0.111,2644,7851,52,"4,900",52,2017.00
447,Dana2017,5826,-0.039,640,3.025,4860,2783,-19,"24,900",-19,2017.00
448,Realogy Holdings2017,5810,0.018,213,0.158,7421,4173,1,"11,800",1,2017.00
449,American Tower2017,5786,0.213,956.4,0.396,30879,51921,77,"4,507",-,2017.00
450,Packaging Corp. of America2017,5779,0.006,449.6,0.029,5777,8631,-4,"14,000",-4,2017.00
451,Citizens Financial Group2017,5763,0.092,1045,0.244,149520,17597,35,"17,600",35,2017.00
452,United Rentals2017,5762,-0.009,566,-0.032,11988,10561,-12,"12,500",-12,2017.00
453,Clorox2017,5761,0.017,648,0.117,4518,17294,2,"8,000",2,2017.00
454,Genesis Healthcare2017,5733,0.02,-64,-,5779,408,3,"82,000",3,2017.00
455,M&T Bank Corp.2017,5722,0.145,1315.1,0.218,123449,23792,55,"16,487",-,2017.00
456,Ingredion2017,5704,0.015,484.9,0.206,5782,8646,-,"11,000",-,2017.00
457,UGI2017,5686,-0.15,364.7,0.298,10847,8543,-73,"13,105",-73,2017.00
458,Owens Corning2017,5677,0.061,393,0.191,7741,6910,22,"16,000",22,2017.00
459,S&P Global2017,5661,0.066,2106,0.822,8669,33805,22,"20,000",22,2017.00
460,Markel2017,5612,0.045,455.7,-0.218,25875,13623,16,"10,900",16,2017.00
461,Wyndham Worldwide2017,5599,0.011,611,-0.002,9819,8829,5,"37,800",5,2017.00
462,Arthur J. Gallagher2017,5595,0.038,414.4,0.161,11490,10148,9,"24,790",9,2017.00
463,Burlington Stores2017,5591,0.09,215.9,0.435,2575,6836,37,"40,000",37,2017.00
464,First American Financial2017,5576,0.077,343,0.191,8832,4332,33,"19,531",33,2017.00
465,Symantec2017,5568,-0.144,2488,1.834,11767,18986,-65,"11,000",-65,2017.00
466,Patterson2017,5555,0.27,187.2,-0.162,3521,4393,93,"7,000",-,2017.00
467,Olin2017,5551,0.945,-3.9,-,8763,5444,294,"6,400",-,2017.00
468,NetApp2017,5546,-0.094,229,-0.591,10037,11339,-46,"12,030",-46,2017.00
469,Raymond James Financial2017,5520,0.04,529.4,0.054,31594,10958,13,"11,900",13,2017.00
470,TravelCenters of America2017,5511,-0.058,-2,-1.073,1660,241,-31,"20,259",-31,2017.00
471,Fiserv2017,5505,0.048,930,0.306,9743,24741,21,"23,000",21,2017.00
472,Host Hotels & Resorts2017,5488,0.019,762,0.366,11408,13794,-,220,-,2017.00
473,Insight Enterprises2017,5486,0.021,84.7,0.117,2219,1458,1,"5,930",1,2017.00
474,Mattel2017,5457,-0.043,318,-0.139,6494,8770,-24,"32,000",-24,2017.00
475,AmTrust Financial Services2017,5451,0.181,411,-0.088,22615,3158,56,"8,000",-,2017.00
476,Cincinnati Financial2017,5449,0.06,590.7,-0.068,20386,11911,23,"4,754",23,2017.00
477,Simon Property Group2017,5435,0.032,1838.9,0.006,31104,53732,11,"4,050",11,2017.00
478,Western Union2017,5423,-0.011,253.2,-0.698,9420,9691,-10,"10,700",-10,2017.00
479,KeyCorp2017,5422,0.194,791,-0.136,136453,19238,61,"15,700",-,2017.00
480,Delek US Holdings2017,5414,-0.06,-153.7,-8.923,2985,1504,-35,"1,326",-35,2017.00
481,Booz Allen Hamilton Holding2017,5406,0.025,294.1,0.265,3010,5307,6,"22,600",6,2017.00
482,Chemours2017,5400,-,7,-,6060,7080,-,"7,000",-,2017.00
483,Western & Southern Financial Group2017,5398,0.008,241.2,-0.472,43831,-,-4,"2,178",-4,2017.00
484,Celanese2017,5389,-0.05,900,1.961,8357,12643,-31,"7,293",-31,2017.00
485,Windstream Holdings2017,5387,-0.066,-383.5,-,11770,1038,-42,"11,870",-42,2017.00
486,Seaboard2017,5379,-0.038,312,0.825,4755,4881,-26,"11,781",-26,2017.00
487,Essendant2017,5369,0.001,63.9,-,2164,568,-10,"6,600",-10,2017.00
488,Apache2017,5354,-0.195,-1405,-,22519,19547,-100,"3,727",-100,2017.00
489,Airgas2017,5314,0.002,337.5,-0.083,6135,-,-5,"17,000",-5,2017.00
490,Kelly Services2017,5277,-0.044,120.8,1.245,2028,836,-23,"7,500",-23,2017.00
491,Liberty Media2017,5276,0.1,680,9.625,31377,13055,34,"3,626",-,2017.00
492,Rockwell Collins2017,5259,-0.001,728,0.061,7707,12711,-2,"19,000",-2,2017.00
493,Robert Half International2017,5250,0.031,343.4,-0.04,1778,6240,10,"16,400",-,2017.00
494,CH2M Hill2017,5236,-0.023,15,-0.813,2671,-,-16,"20,000",-16,2017.00
495,Big Lots2017,5200,0.002,152.8,0.07,1608,2180,-,"23,150",-,2017.00
496,Michaels Cos.2017,5197,0.058,378.2,0.042,2148,4229,21,"31,000",-,2017.00
497,Toll Brothers2017,5170,0.239,382.1,0.052,9737,5872,79,"4,200",-,2017.00
498,Yahoo2017,5169,0.04,-214.3,-,48083,44391,15,"8,500",-,2017.00
499,Vistra Energy2017,5164,-,-,-,15167,6968,-,"4,431",-,2017.00
500,ABM Industries2017,5145,-0.028,57.2,-0.25,2281,2428,-15,"110,000",-15,2017.00
